district,tahsil,gp_name,ps,gp,sample,Hperf_final,Hperf1_final,Hperf2_final,Hperf3_final,Hperf4_final,Hperf5_final,actionplan_nbprojects2009,actionplan_gpbudget2009,web_hh_employed2009,web_persondays_sc2009,web_persondays_st2009,web_persondays_total2009,web_persondays_women2009,web_hh_employed2010,web_persondays_sc2010,web_persondays_st2010,web_persondays_total2010,web_persondays_women2010,web_exp_unskilled2010,web_exp_skilled2010,web_exp_mat2010,web_exp_adm_tot2010,web_exp_tot2010,web_hh_employed2011,web_persondays_sc2011,web_persondays_st2011,web_persondays_total2011,web_persondays_women2011,web_authorisation2011,web_exp_unskilled2011,web_exp_skilled2011,web_exp_mat2011,web_exp_tax2011,web_exp_adm_tot2011,web_exp_tot2011,web_hh_employed2012,web_persondays_sc2012,web_persondays_st2012,web_persondays_total2012,web_persondays_women2012,web_authorisation2012,web_exp_unskilled2012,web_exp_skilled2012,web_exp_mat2012,web_exp_tax2012,web_exp_adm_tot2012,web_exp_tot2012,web_hh_employed2013,web_persondays_sc2013,web_persondays_st2013,web_persondays_total2013,web_persondays_women2013,web_authorisation2013,web_exp_unskilled2013,web_exp_skilled2013,web_exp_mat2013,web_exp_tax2013,web_exp_adm_tot2013,web_exp_tot2013,web_averagewage2009,web_averagewage2010,web_exp_labor2009,web_exp_material2009,web_exp_admin2009,web_exp_tot2009,web_frac_womendays2009,web_frac_scst2009,web_delay_total2009,web_delay_num_mrolls,web_delay_amtpaid,web_delay_perc,census_tot_pop,census_frac_scst,census_literacy,census_unemployment,census_agri,census_marginal
"Bharatpur","Weir","HATAURI","WEIR","HATAURI",1,4,3.8,100,52,25,37,4.442651,6.24125,1085,17312,0,50.491,25838,644,9170,4075.910112,19.532,13002,13.14808,.24931,2.5696,.1415567,15.96699,647,7386,3295.589744,16.249,10194,0,14.49,1.46,9.49,.1273846,.21951368,25.45,358,2957,3432.054762,6.69,4796,0,7.19,.2,10,.146875,.12094972,17.4,81,864,1111.341772,1.028,745,0,1.18,.02,3.827044,.2792,.10882353,1.2,79.72,80.41,32.99,9.12,.1,42.21,.5117348,.342873,9,44.3333,3.642333,29.12567,7386,.3892499,.5273491,.5473869,.7514209,.3110978
"Bharatpur","Weir","HATEEJAR","WEIR","HATEEJAR",0,3,3.26,71,89,23,35,5.141664,6.53814,14,186,0,.236,75,53,274,20,.962,560,.74627,.3245458,4.232329,.1415567,.74627,239,3338,135,8.465,5078,0,7.84,.91,4.5,.1273846,.21951368,13.25,215,2426,91,5.92,3643,0,6.32,.22,3.17,.146875,.12094972,9.71,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,3.827044,.2792,.10882353,6.0092332,99.84,99.64,.24,14.35,.05,14.64,.3177966,.7881356,5,13,.8953333,11.427,5608,.2819187,.5615193,.4818117,.8121129,.467309
"Bharatpur","Weir","HALENA","WEIR","HELENA",0,6,3.67,94,62,15,36,3.401197,5.147494,427,6777,28,13.606,8156,380,7123,25,11.774,7729,8.74726,.12843,4.232329,.1415567,8.87569,319,9109,24,15.713,12924,0,16.25,.85,4.91,.1273846,.21951368,22.01,307,6717,60,12.12,10251,0,16.7,.78,1.61,.146875,.12094972,19.09,179,2289,9,3.787,3125,0,4.74,.12,3.827044,.2792,.10882353,4.86,77.84,81.4,10.77,17.77,0,28.54,.5994414,.500147,9,11,1.177,6.977333,7439,.3386208,.5937626,.6127167,.454009,.3870184
"Bharatpur","Weir","ITAMADA","WEIR","ITAMADA",0,5,3.5,91,62,17,36,3.555348,4.907495,288,1113,224,3.288,2007,74,202,185,1.711,807,1.17731,.3245458,4.232329,.1415567,1.17731,350,492,159,7.121,4710,0,6.49,1.32,9.14,.1273846,.21951368,16.96,66,3093.630372,3432.054762,.721,519,0,.94,.07,2.41,.146875,.12094972,3.41,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,3.827044,.2792,.10882353,6.0092332,85.36,76.25,1.57,0,0,1.57,.6104015,.4066302,5,9.33333,1.032333,15.904,4509,.2719007,.5744067,.5677534,.7255003,.4730631
"Bharatpur","Weir","JAGJIWANPUR","WEIR","JAGJIWANPUR",0,6,3.47,100,48,12,35,5.129899,6.13524,802,8252,14002,34.913,18285,464,6833,3789,17.894,10060,12.05288,.31516,4.232329,.1415567,12.36804,458,4912,5502,13.501,8290,0,9.48,.99,8.99,.1273846,.21951368,19.46,350,3903,3757,12.49,7357,0,13.76,.45,2.55,.146875,.12094972,16.76,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,3.827044,.2792,.10882353,6.0092332,88.41,84.76,18.94,13.23,0,32.17,.5237304,.637413,55,15,1.134333,11.95033,6139,.6193191,.5831569,.5287506,.8520567,.2568268
"Bharatpur","Weir","JAHANPUR","WEIR","JAHANPUR",0,4,3.44,91,55,18,35,3.78419,4.93188,571,6172,419,18.46,9658,340,4128,628,11.323,6919,4.53527,.13808,.4213,.1415567,5.09465,132,938,212,3.254,2319,0,2.23,.89,3.69,.1273846,.21951368,6.8,69,185,118,1.022,778,0,1.04,.15,2.78,.146875,.12094972,3.97,0,1244.070981,1111.341772,4.122764706,2353.311663,0,.08,.2709792,3.827044,.2792,.10882353,.08,41.4,41.4,17.37,9,.05,26.42,.5231853,.3570423,9,11.3333,.6443333,36.42067,3253,.3516754,.5505687,.5127575,.8902208,.6107256
"Bharatpur","Weir","JEEWAD","WEIR","JEEWAD",0,4,3.42,92,55,15,36,4.584968,5.695246,94,353,0,2.453,1122,560,10505,1181,25.169,15246,14.38081,.41309,4.232329,.1415567,14.7939,480,7351,720,16.599,10506,0,13.72,1.03,6.99,.1273846,.21951368,21.74,365,2981,219,8.089,5425,0,7.51,.24,2.42,.146875,.12094972,10.17,365,3468,119,7.452,4898,0,8.01,.12,3.827044,.2792,.10882353,8.13,72.05,67.28,1.97,7.76,0,9.73,.4573991,.1439054,7,11.3333,.4926667,3.631667,4307,.3452519,.6145809,.5091711,.8169347,.5326396
"Bharatpur","Weir","JHARONTI","WEIR","JHARONTI",0,7,3.91,94,36,15,35,3.988984,5.613128,535,844,0,28.293,13132,293,3657.539548,4075.910112,10.259,4983,9.71478,.02983,4.232329,.1415567,9.74461,519,1448,3295.589744,26.506,14267,0,24.63,1.14,7.86,.1273846,.21951368,33.63,224,3093.630372,3432.054762,13.508,7664,0,8.1,.67,4.69,.146875,.12094972,13.46,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,3.827044,.2792,.10882353,6.0092332,94.64,94.7,23.64,6.3,0,29.94,.4641431,.0298307,2,45.6667,4.971667,20.18433,3240,.5509259,.6351852,.4475309,.7441341,.3296089
"Bharatpur","Weir","KAMALPURA","WEIR","KAMALPURA",0,7,3.73,99,41,14,35,4.276666,6.432136,773,5223,10663,43.554,24514,566,2138,1737,13.057,8440,8.06198,.12839,4.232329,.1415567,8.19037,450,2855,2880,13.218,9283,0,9.37,.93,6.03,.1273846,.06,16.39,442,1407,2647,11.15,7542,0,8.24,.67,2.29,.146875,.12094972,11.2,109,112,488,1.348,824,0,2.63,.06,3.827044,.2792,.10882353,2.69,62.25,66.06,32.48,15.17,0,47.65,.5628415,.3647426,17,24,2.174333,21.013,4793,.5088671,.6052577,.5195076,.7103778,.3617021
"Bharatpur","Weir","LAKHANPUR","WEIR","LAKHANPUR",1,7,3.82,100,60,16,34,4.465908,6.652863,828,10517,0,28.075,12198,67,1615,4075.910112,1.999,1032,1.37129,.3245458,4.232329,.1415567,1.37129,697,3573,3295.589744,14.925,7508,0,15.25,1.49,10.04,.1273846,.21951368,26.78,231,2479,3432.054762,4.204,2818,0,4.37,.11,1.98,.146875,.12094972,6.46,0,1244.070981,1111.341772,4.122764706,2353.311663,0,.99,.03,3.827044,.2792,.10882353,1.02,60.85,60.85,21.75,17.45,.04,39.24,.4344791,.3746037,4,15,1.272,8.342,7633,.2481331,.5461811,.4753046,.890387,.5315855
"Bharatpur","Weir","MAINAPURA","WEIR","MAINAPURA",1,7,3.85,100,38,10,37,5.313206,6.539586,939,11730,4296,43.842,24928,356,2468,809,6.556,3948,5.29424,.11955,4.232329,.1415567,5.41379,570,2914,1789,13.764,8651,0,10.63,.64,2.52,.1273846,.21951368,13.79,292,1654,752,6.834,4224,0,5.16,.37,1.08,.146875,.12094972,6.61,50,30,28,.19,144,0,.22,.01,3.827044,.2792,.10882353,.23,91.76,87.7,31.77,11.3,.06,43.13,.5685872,.3655399,12,25.3333,1.762667,17.67533,6654,.5474902,.5527502,.6113616,.7192575,.3975251
"Bharatpur","Weir","MOLONI","WEIR","MOLONI",0,4,3.26,69,82,22,35,4.043051,6.36432,43,621,0,.829,322,385,10060,4075.910112,20.009,11795,13.92113,.4451,4.232329,.1415567,14.36623,268,3263,3295.589744,5.495,3175,0,4.59,1.14,16.23,.1273846,.21951368,21.96,271,6041,3432.054762,12.535,8341,0,10.39,.82,3.08,.146875,.12094972,14.29,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,3.827044,.2792,.10882353,6.0092332,92.29,83.79,.77,0,0,.77,.3884198,.7490953,6,19.6667,2.075667,20.44133,4609,.3389021,.5515296,.5144283,.8637176,.2752458
"Bharatpur","Weir","MOODIYA LALEETA","WEIR","MOODIYALALLEETA",1,7,3.45,100,45,15,32,4.795791,5.936216,617,6194,703,14.567,8219,474,3849,286,8.343,5162,5.7311,.10502,4.232329,.1415567,5.83612,257,2318,70,6.192,4328,0,4.83,.63,6.23,.1273846,.21951368,11.7,161,671,24,2.073,1465,0,3.73,.36,.58,.146875,.12094972,4.67,4,22,1111.341772,.03,23,0,4.135314,.2709792,3.827044,.2792,.10882353,6.0092332,70.19,72.68,9.78,9,.02,18.8,.5642205,.4734674,5,.666667,.0256667,.5333334,6427,.3745138,.608371,.5162596,.7725957,.3612094
"Bharatpur","Weir","NAIWARA","WEIR","NAIWARA",0,4,3.38,94,53,14,36,3.78419,5.910526,351,1414,0,10.943,5004,439,1243,41,7.597,4025,4.85606,.10804,2.604,.1415567,7.5681,251,1075,21,5.193,2691,0,3.6,.56,9.19,.1273846,.21951368,13.35,118,94,3432.054762,1.781,1038,0,3.27,.35,1.98,.146875,.12094972,5.6,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,2.04,.2792,.10882353,2.04,66.5,71.67,5.52,3.58,0,9.1,.4572786,.129215,6,8.33333,.6126667,17.35967,5705,.2503068,.6241893,.5302367,.9123135,.5156717
"Bharatpur","Weir","NAROLI","WEIR","NAROLI",0,6,3.81,96,42,17,35,2.484907,4.859812,624,2841,6421,30.058,13774,440,1091,14362,21.233,10324,17.95709,.36197,4.232329,.1415567,18.31906,590,2473,7588,21.957,12655,0,20.37,1.16,10.03,.1273846,.21951368,31.57,595,1090,2517,9.992,5981,0,9.53,.45,3.31,.146875,.12094972,13.3,3,1244.070981,1111.341772,.065,26,0,.1,.1,3.827044,.2792,.10882353,.2,86.91,86.89,26.44,5.98,0,32.42,.4582474,.3081376,1,12.6667,1.303333,8.467334,3795,.5032938,.625033,.4748353,.8053186,.5143
"Bharatpur","Weir","NITHAR","WEIR","NITHAR",1,8,3.74,100,42,5,37,4.007333,5.963579,967,9899,31794,48.389,25519,743,3088,9694,14.836,8749,7.44331,.21025,4.232329,.1415567,7.65356,723,5155,17764,27.151,17256,0,22.63,1.76,9.67,.1273846,.02,34.09,577,4887,12790,20.975,14416,0,19.62,.78,3.6,.146875,.12094972,23.99,172,1723,1345,3.918,3263,0,4.16,.1,.01,.2792,.10882353,4.27,61.17,61.5,37.25,11.29,.04,48.58,.5273719,.8616214,8,61.3333,5.595,24.57467,6296,.8027319,.5946633,.5371665,.8479753,.2776253
"Bharatpur","Weir","PALI","WEIR","PALI",1,1,3.13,100,75,20,38,5.209486,6.856988,232,521,306,3.732,1617,416,4021,18,17.966,10053,15.0151,.29691,4.232329,.1415567,15.31201,339,5743,3295.589744,15.292,9983,0,15.38,1.06,5.47,.1273846,.21951368,21.91,231,5249,3432.054762,9.887,6792,0,11.17,.35,2.29,.146875,.12094972,13.81,41,345,1111.341772,.442,299,0,.46,.2709792,3.827044,.2792,.10882353,.46,92.46,93.26,2.59,5.18,0,7.77,.4332798,.221597,15,34.6667,3.529667,29.405,6942,.3602708,.6028522,.4576491,.8339974,.5843294
"Bharatpur","Weir","PATHENA","WEIR","PATHENA",0,6,3.72,100,48,11,36,3.465736,5.309258,421,11,0,9.061,4679,684,533,4075.910112,29.13,14008,27.27664,.3974,4.232329,.1415567,27.67404,485,203,3295.589744,14.774,7679,0,15.9,.8,8.72,.1273846,.21951368,25.41,518,411,3432.054762,13.184,7088,0,10.48,.66,3.67,.146875,.12094972,14.81,334,189,1111.341772,5.674,3095,0,4.5,.11,3.827044,.2792,.10882353,4.61,90.63,91.9,9.53,5.46,0,14.99,.5163889,.001214,14,10.3333,.165,1.311333,5994,.2177177,.6454788,.5447114,.7757421,.4371565
"Bharatpur","Weir","RANDHEERGARH","WEIR","RANDHEERGARH",0,6,3.84,100,47,16,35,4.094345,6.494963,1197,17100,5521,45.759,28748,508,3753,2527,11.695,7156,8.42368,.1369,4.232329,.1415567,8.56058,441,3682,274,11.845,7816,0,10.08,1.46,6.34,.1273846,.21951368,17.88,402,1926,185,7.34,5113,0,9.23,.88,.61,.146875,.12094972,10.71,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,3.827044,.2792,.10882353,6.0092332,80.22,81.28,38.97,5.78,.05,44.8,.628248,.4943509,0,1,.0926667,.9213333,7919,.4986741,.5897209,.5664856,.8266822,.5819982
"Bharatpur","Weir","SALEMPUR KALAN","WEIR","SALEMPUR KALAN",0,4,3.23,93,51,15,36,4.043051,6.2186,567,5603,251,22.03,13229,150,25,4075.910112,.09,25,9.638837,.3245458,4.232329,.1415567,11.6683,156,1387,3295.589744,3.176,1779,0,2.72,.68,3.06,.1273846,.21951368,6.46,68,575,3432.054762,.938,587,0,.29,.45,5.1,.146875,.12094972,5.83,0,1244.070981,1111.341772,4.122764706,2353.311663,0,.51,.2709792,.37,.2792,.10882353,.88,0,0,14.8,4.5,0,19.3,.6004993,.2657286,4,9.33333,.7723333,34.463,4356,.2793848,.6030762,.5479798,.809548,.3803961
"Bharatpur","Weir","SALEMPUR KHURD","WEIR","SALEMPUR KHURD",1,10,3.95,100,38,10,35,4.454347,6.120737,464,5148,5820,19.392,7371,236,2755,580,6.111,3409,4.65574,.09408,4.232329,.1415567,4.74982,160,1037,662,5.546,3301,0,4.26,.7,4.86,.1273846,.21951368,9.82,185,2936,726,7.164,4873,0,9.86,.32,1.98,.146875,.12094972,12.16,97,460,14,.595,512,0,.76,.2709792,3.827044,.2792,.10882353,.76,73.55,80.26,14.2,12.39,0,26.59,.3801052,.5655941,19,5.33333,.6633334,7.588666,3819,.5658549,.6093218,.5632365,.7781774,.4940048
"Bharatpur","Weir","SAMRAYA","WEIR","SAMRAYA",0,7,3.9,93,51,18,34,5.446737,6.711838,566,17268,0,37.335,21374,113,1981,4075.910112,2.86,1668,1.87866,.3245458,4.232329,.1415567,1.87866,289,4727,3295.589744,8.008,5510,0,8.09,.93,2.27,.1273846,.21951368,11.29,326,10368,5,17.881,14047,0,13.12,1.84,3.77,.146875,.12094972,18.73,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,10.03,.2792,.10882353,10.03,91.69,91.69,33.98,40.17,.1,74.24999,.5724923,.4625151,4,44,2.356667,12.765,4309,.3392898,.5908564,.5207705,.7878935,.3738499
"Bharatpur","Weir","SARSAINA","WEIR","SARSAINA",0,6,3.63,100,50,15,35,5.192957,6.3264,773,5673,0,30.166,14295,380,1855,4075.910112,7.75,3817,4.70874,.12628,4.232329,.1415567,4.83502,386,3379,3295.589744,10.793,5896,0,8.67,1.07,4.49,.1273846,.21951368,14.23,347,1678,3432.054762,6.171,3506,0,5.97,.4,1.74,.146875,.12094972,8.11,0,1244.070981,1111.341772,4.122764706,2353.311663,0,.34,.02,.49,.05,.10882353,.9,72.82,73.04,20.77,23.18,.3,44.25,.4738779,.1880594,7,7,.63,8.743,5090,.1915521,.5988212,.5361493,.8487929,.4735282
"Bharatpur","Weir","SENDHLI","WEIR","SENDHLI",0,5,3.47,100,53,15,35,4.248495,6.622736,758,9990,163,26.542,18588,736,7605,59,18.635,13058,13.36626,.37156,4.232329,.1415567,13.73782,296,2940,14,5.641,4053,0,4.52,.83,7.86,.1273846,.21951368,13.21,208,1915,3432.054762,3.472,2890,0,2.65,.14,4.67,.146875,.12094972,7.46,0,1244.070981,1111.341772,4.122764706,2353.311663,0,.99,.2709792,3.827044,.2792,.10882353,.99,71.7,72.34,12.76,0,.04,12.8,.700324,.3825258,5,9,.442,14.91333,4760,.3476891,.5771008,.6033614,.7102754,.5360169
"Bharatpur","Weir","SIRAS","WEIR","SIRAS",1,7,3.63,100,55,5,35,3.713572,5.906995,513,3424,118,12.037,4615,761,4088,436,19.37,10644,11.79768,.17626,4.232329,.1415567,11.97394,409,3768,360,13.805,6065,0,11.63,1.29,5.93,.1273846,.21951368,18.85,385,4130,278,14.352,6467,0,15.48,.62,2.34,.146875,.12094972,18.44,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,3.827044,.2792,.10882353,6.0092332,74.17,79.14,5.85,8.91,0,14.76,.3834012,.2942594,19,15.3333,1.254667,9.119333,5866,.3825435,.6065462,.56836,.857425,.2618483
"Bharatpur","Weir","SUHANS","WEIR","SUHANS",0,4,3.42,93,57,18,36,5.488938,6.509588,580,2752,0,13.206,5146,293,3657.539548,4075.910112,11.173,5556,8.4462,.24951,4.232329,.1415567,8.69571,390,3575,23,8.101,5510,0,7.78,1.17,1.97,.1273846,.21951368,10.93,8,3093.630372,3432.054762,.089,78,0,.14,.2,1.98,.146875,.12094972,2.33,109,738,1111.341772,1.057,841,0,1.47,.04,3.827044,.2792,.10882353,1.51,67,76.5,9.41,9,0,18.41,.3896714,.2083901,5,1.33333,.0663333,.852,4677,.3110968,.5531324,.5439384,.8921707,.5152367
"Bharatpur","Weir","SUHARI","WEIR","SUHARI",1,2,3.05,100,75,20,36,4.663439,5.925592,565,2489,2663,18.924,12119,651,4489,3886,21.17,15357,13.33235,.21751,4.232329,.1415567,13.54986,219,400,857,3.199,2430,0,2.59,.65,6.84,.1273846,.21951368,10.08,421,3093.630372,363,8.623,7322,0,6.84,.42,1,.146875,.12094972,8.26,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,.1,.2792,.10882353,.1,65.31,64.85,13.7,8.03,0,21.73,.6404037,.2722469,6,12,.7653333,11.793,4614,.3138275,.5426961,.6018639,.8709853,.385411
"Bharatpur","Weir","UMREND","WEIR","UMRENO",1,3,3.33,100,55,35,35,3.912023,5.493884,517,3678,0,15.606,8607,318,300,4075.910112,2.62,1378,1.0032,.0296,4.232329,.1415567,1.0328,248,586,3295.589744,5.75,3420,0,4.2,1.04,5.5,.1273846,.21951368,10.75,426,1339,3432.054762,8.682,4929,0,9.26,.34,1.89,.146875,.12094972,11.49,159,88,1111.341772,2.002,1103,0,2.2,.06,3.827044,.2792,.10882353,2.26,41.8,41.97,9.75,12.41,0,22.16,.5515186,.2356786,4,8,.5893334,14.01967,3561,.2813816,.5408593,.5445099,.7250308,.3224414
"Dhaulpur","Bari","ALIGARH","BARI","ALIGRH",0,8,3.91,99,41,0,35,3.973731,5.760922,884,14044,267,47.461,23277,607,7879,132,23.648,11653,12.44025,1.76804,1.42118,.1415567,15.62947,434,4926,30,18.883,10177,0,10.73,5.1,14.62,.16,.21,30.82,631,10881,133,37.336,17254,0,31.38,5.63,19.41,.15,.02,56.59,483,4008,68,10.85,4746,0,11.98,1.39,4.48,.2792,.10882353,17.85,60.01,64.69,36.34,93.44,.06,129.84,.4904448,.3015318,18,102,7.203333,39.197,7296,.21642,.4931469,.4224232,.9041291,.5522069
"Dhaulpur","Bari","BASAI DANG","BARI","BASAI DANG",0,6,3.32,81,45,6,37,3.973731,5.760922,627,1720,550,21.888,4790,315,159,4075.910112,3.854,908,1.78161,.0213,4.232329,.1415567,1.80291,0,3425.05618,3295.589744,13.3648681,7746.473046,0,12.11285,1.035548,8.691992,.1273846,.21951368,21.633056,15,3093.630372,3432.054762,.417,6946.444138,0,.36,.16,1.61,.146875,.12094972,2.13,14,1244.070981,1111.341772,.293,2353.311663,0,.28,.2709792,.83,.2792,.10882353,1.11,21.36,46.23,8.33,.5,.08,8.91,.2188414,.1037098,0,1,.0796667,21.93467,4842,.039653,.440727,.4859562,.8601848,.3648051
"Dhaulpur","Bari","BIJOLI","BARI","BEEJAULI",1,9,3.47,100,38,0,36,3.973731,5.760922,426,2562,60,12.4,6433,499,4025,149,14.465,8105,8.91395,.24708,.35835,.1415567,9.51938,371,2137,95,8.241,5087,0,4.35,.32,7.04,.1273846,.3,12,396,5901,264,17.883,11065,0,16.8,2.24,9.87,.146875,.03,28.93,155,1058,59,2.571,1860,0,4.13,.06,3.827044,.2792,.10882353,4.19,53.69,61.73,8.62,0,0,8.62,.5187903,.2114516,4,35.6667,2.484,35.41067,6915,.2277657,.4847433,.5704989,.652862,.3558922
"Dhaulpur","Bari","CHILACHOD","BARI","CHILACHAUND",0,8,3.75,88,43,3,36,3.973731,5.760922,725,6585,8454,25.178,16109,748,7051,7569,26.735,17745,15.50334,.22088,4.232329,.1415567,15.72422,583,3058,3220,10.428,6503,0,4.75,.82,4.41,.1273846,.18,10.16,311,3342,1509,8.84,4328,0,13.33,.74,1.52,.02,.04,15.64,37,7,77,.151,99,0,1.01,.01,3.827044,.2792,.10882353,1.02,63.09,69.2,19.83,10.89,.01,30.73,.6398046,.5973071,6,59.6667,4.493667,73.504,5528,.5023516,.5278582,.5428727,.6727344,.4111595
"Dhaulpur","Bari","DHANORA","BARI","DHANAURA",0,9,3.99,92,25,3,36,3.973731,5.760922,915,19389,12807,56.766,29178,628,6112,4677,17.5,9265,5.48198,.06012,4.232329,.1415567,5.5421,213,2500,571,4.535,1615,0,5.13,.88,12.4,.1273846,.34,18.75,278,4977,495,14.075,6210,0,7.8,.04,1.03,.146875,.12094972,8.87,120,996,155,4.234,2260,0,11.34,.07,7.01,.2792,.10882353,18.42,31.08,31.88,49.27,34.31,.08,83.66,.5140049,.5671705,5,43.3333,4.211333,62.313,5622,.4914621,.550338,.4953753,.741276,.5192105
"Dhaulpur","Bari","DHIMARI","BARI","DHEEMRI",1,10,4.18,100,29,0,38,3.973731,5.760922,1144,12338,64,53.303,24588,1118,14448,132,46.93,24840,32.44658,.8004,8.34903,.1415567,41.59601,936,16948,242,52.382,29109,0,41.03,1.82,3.45,.1273846,.3,46.61,541,6328,32,16.116,9142,0,12.1,1.09,6.24,.07,.03,19.53,390,4115,13,9.966,5826,0,9.31,.03,1.25,.07,.10882353,10.66,74,74.33,41.81,11.41,0,53.22,.4612873,.2326698,6,149.667,11.19433,34.73466,6413,.2689849,.5342274,.5414003,.7062224,.4481469
"Dhaulpur","Bari","GARHI SUKKHA","BARI","GADHISUKHA",0,9,3.79,83,35,2,36,3.973731,5.760922,538,2174,189,24.351,7074,537,2850,529,25.213,7123,17.53875,.40344,4.232329,.1415567,17.94219,158,757,252,3.489,1696,0,3.12,.29,8.691992,.1273846,.21951368,3.41,166,1443,457,6.204,3294,0,5.14,.43,3.82,.146875,.12094972,9.39,69,304,138,1.252,669,0,1.73,.08,3.827044,.2792,.10882353,1.81,78.43,78.11,17.19,1.5,.06,18.75,.2905014,.0970391,5,19,1.343667,39.01067,5487,.2104975,.5669765,.6338618,.8730712,.1159781
"Dhaulpur","Bari","IBRAHMPUR","BARI","IBRAHIMPUR",1,7,3.13,100,60,0,34,3.973731,5.760922,228,3619,10,5.135,2830,241,8499,44,11.202,5224,8.24257,.27059,1.1221,.1415567,9.63526,407,11839,66,19.365,9787,0,15.04,1.94,4.4,.1273846,.21951368,21.38,511,16523,124,30.112,13524,0,30.75,1.99,12.48,.146875,.12094972,45.22,288,5505,52,8.069,3718,0,12.65,.08,3.827044,.2792,.10882353,12.73,77.48,91.71,3.89,24.32,0,28.21,.5511197,.7067186,19,66.6667,7.466667,32.28533,4563,.4183651,.5003287,.5042735,.627763,.5565871
"Dhaulpur","Bari","JAPAWALI","BARI","JAPAWALI",0,9,3.81,83,39,3,37,3.973731,5.760922,582,6763,276,25.665,5452,483,5136,316,20.126,4930,13.92739,1.91694,12.32039,.1415567,28.16472,307,1642,178,11.363,3606,0,7.98,.2,1.75,.1273846,.11,10.05,227,2419,38,5.688,2911,0,4.36,.32,8,.146875,.12094972,12.68,114,1871,1111.341772,3.398,1414,0,2.93,.2709792,3.827044,.2792,.10882353,2.93,75.3,76.69,17.08,0,.07,17.15,.2124294,.2742646,7,35.6667,2.576333,35.72667,5591,.1416562,.572885,.5693078,.641196,.3201827
"Dhaulpur","Bari","KANCHANPUR","BARI","KANCHANPUR",0,8,3.65,90,42,1,37,3.973731,5.760922,623,4307,288,19.174,5891,333,5311,185,15.707,7080,11.17077,.27719,4.232329,.1415567,11.44796,336,3651,93,10.194,4147,0,8.91,.67,3.14,.03,.01,12.74,201,2700,288,7.716,2372,0,6.14,.41,.98,.146875,.12094972,7.53,116,1814,147,4.995,1951,0,4.56,.2709792,4.05,.01,.10882353,8.62,66.28,74.2,10.95,2.65,.03,13.63,.307239,.2396474,16,40.6667,3.129333,40.28933,6163,.2257018,.5763427,.6305371,.7070707,.3706632
"Dhaulpur","Bari","KASBA NAGAR","BARI","KASBA NAGAR",0,7,3.67,68,51,8,36,3.973731,5.760922,396,1614,250,16.164,846,410,921,328,19.099,548,15.75327,.35846,4.232329,.1415567,16.11173,46,198,3295.589744,.78,114,0,.69,.2,.58,.1273846,.21951368,1.48,374,533,347,15.49,320,0,14.74,.48,2.59,.146875,.04,17.86,131,87,46,2.894,23,0,3.88,.02,3.827044,.2792,.10882353,3.9,78.98,82.48,10.74,0,.01,10.75,.0523385,.115318,3,21.6667,1.968333,40.01633,3989,.051642,.4329406,.588368,.7557856,.3751523
"Dhaulpur","Bari","KHANPUR MEENA","BARI","KHANPUR MEENA",1,7,3.28,100,67,0,34,3.973731,5.760922,575,6666,12900,23.462,15724,428,5180,5510,12.422,9546,6.19193,.21301,4.232329,.1415567,6.40494,417,5322,4905,14.749,9690,0,9.91,1.5,7.95,.1273846,.21951368,19.36,433,7027,7715,19.673,14235,0,14.84,1.24,4.96,.146875,.12094972,21.04,154,1014,1043,2.878,1702,0,6.06,1.89,3.827044,.2792,.10882353,7.95,61.45,65.97,16.35,36.11,.08,52.54,.6701901,.8339443,6,46,3.461333,31.78267,5565,.7834681,.5439353,.5545373,.7236789,.3505446
"Dhaulpur","Bari","KUDINNA","BARI","KUDINNA",0,8,3.76,85,48,4,36,3.973731,5.760922,442,24,44,14.669,4200,141,3657.539548,13,3.104,373,3.37357,.05658,4.232329,.1415567,3.43015,292,3425.05618,413,12.106,1862,0,7.45,1.38,6.11,.1273846,.21951368,14.94,146,3093.630372,229,5.096,828,0,5.79,1.2,4,.146875,.12094972,10.99,77,1244.070981,1111.341772,1.257,233,0,1.47,.2709792,.75,.2792,.10882353,2.22,79.4,108.68,11.72,30.97,.06,42.75,.2863181,.0046356,3,33.3333,2.016667,28.83333,4057,.0007395,.4727631,.4619177,.8346313,.5080165
