district,tahsil,gp_name,ps,gp,sample,Hperf_final,Hperf1_final,Hperf2_final,Hperf3_final,Hperf4_final,Hperf5_final,actionplan_nbprojects2009,actionplan_gpbudget2009,web_hh_employed2009,web_persondays_sc2009,web_persondays_st2009,web_persondays_total2009,web_persondays_women2009,web_hh_employed2010,web_persondays_sc2010,web_persondays_st2010,web_persondays_total2010,web_persondays_women2010,web_exp_unskilled2010,web_exp_skilled2010,web_exp_mat2010,web_exp_adm_tot2010,web_exp_tot2010,web_hh_employed2011,web_persondays_sc2011,web_persondays_st2011,web_persondays_total2011,web_persondays_women2011,web_authorisation2011,web_exp_unskilled2011,web_exp_skilled2011,web_exp_mat2011,web_exp_tax2011,web_exp_adm_tot2011,web_exp_tot2011,web_hh_employed2012,web_persondays_sc2012,web_persondays_st2012,web_persondays_total2012,web_persondays_women2012,web_authorisation2012,web_exp_unskilled2012,web_exp_skilled2012,web_exp_mat2012,web_exp_tax2012,web_exp_adm_tot2012,web_exp_tot2012,web_hh_employed2013,web_persondays_sc2013,web_persondays_st2013,web_persondays_total2013,web_persondays_women2013,web_authorisation2013,web_exp_unskilled2013,web_exp_skilled2013,web_exp_mat2013,web_exp_tax2013,web_exp_adm_tot2013,web_exp_tot2013,web_averagewage2009,web_averagewage2010,web_exp_labor2009,web_exp_material2009,web_exp_admin2009,web_exp_tot2009,web_frac_womendays2009,web_frac_scst2009,web_delay_total2009,web_delay_num_mrolls,web_delay_amtpaid,web_delay_perc,census_tot_pop,census_frac_scst,census_literacy,census_unemployment,census_agri,census_marginal
"Bharatpur","Kaman","LUHESAR","KAMAN","LUHESAR",0,7,3.72,30,57,16,39,4.060443,5.867034,327,6075,0,23.698,12321,317,2841,4075.910112,17.026,9028,17.2872,.3245458,4.232329,.1415567,17.2872,330,1408,3295.589744,13.169,6414,0,13.87,.77,9.99,.1273846,.28,24.91,288,1648,3432.054762,10.184,5701,0,15,.03,1.78,.146875,.02,16.84,25,75,1111.341772,.308,177,0,.05,.2709792,.35,.2792,.10882353,.4,92.96,94.84,26.01,25.43,0,51.44,.5199173,.2563508,10,11.3333,1.105,7.624667,8354,.0956428,.3935839,.5829543,.761481,.2164179
"Bharatpur","Kaman","MOONSEPUR","KAMAN","MUSEPUR",0,6,3.57,41,53,15,40,3.663562,5.336095,416,9872,0,23.583,15818,443,8838,4075.910112,18.302,11260,15.71455,.3245458,1.59176,.1415567,17.30631,271,4408,3295.589744,8.997,5776,0,9.55,.18,6.75,.1273846,.21951368,16.48,137,1617,3432.054762,3.346,2236,0,3.66,.810132,3.43,.146875,.12094972,7.09,51,264,1111.341772,.615,401,0,.19,.4,3.39,.2792,.10882353,3.98,85.86,85.86,21.46,3.12,0,24.58,.6707374,.4186066,19,12.6667,1.326667,14.98,4557,.0680272,.4641211,.5591398,.7078148,.2887008
"Bharatpur","Kaman","NANDERA","KAMAN","NANDERA",1,2,3.35,100,52,35,41,4.174387,5.795754,540,1369,33,29.645,14287,431,430,21,16.276,6368,12.784,.15751,4.232329,.037,12.97851,472,576,3295.589744,18.364,8578,0,20.48,1.2,16.52,.1273846,.21951368,38.2,159,243,3432.054762,2.395,1316,0,4.34,.61,3.16,.146875,.02,8.14,86,1244.070981,1111.341772,1.107,613,0,4.135314,.2709792,3.04,.2792,.10882353,3.04,87.61,91.06,28.03,0,0,28.03,.4819362,.047293,12,4,.2816667,1.374667,6005,.0381349,.4343047,.5595337,.7780718,.4665406
"Bharatpur","Kaman","NOGAWAN","KAMAN","NAUGAWAN",0,5,3.38,28,59,18,40,3.218876,5.273,241,3618,0,11.889,5990,284,2489,4075.910112,12.231,6380,9.12193,.3245458,4.232329,.1415567,9.12193,285,2124,3295.589744,9.489,4853,0,10.07,.41,7,.1273846,.21951368,17.48,103,148,3432.054762,2.641,1332,0,3.05,.09,3.79,.146875,.05,6.97,222,1458,1111.341772,8.869,4740,0,8.9,.2709792,.35,.2792,.10882353,9.25,97.23,99.42,10.8,0,0,10.8,.5038271,.3043149,10,2.66667,.1796667,1.784333,5478,.1235852,.3817087,.5825118,.941408,.2435505
"Bharatpur","Kaman","NAUNERA","KAMAN","NAUNERA",0,7,3.61,37,48,15,39,4.143135,6.098748,404,6524,0,23.358,11965,330,2792,4075.910112,11.374,6069,11.88836,.10389,4.232329,.0016,11.99385,305,4166,3295.589744,13.674,7379,0,11.87,1.69,19.15,.1273846,.21951368,32.72,305,2734,3432.054762,10.808,6295,0,14.29,.810132,3.07,.146875,.02,17.39,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.27,4.57,.2792,.10882353,4.84,97.19,100.58,22.84,35.94,0,58.78,.5122442,.2793047,7,1.66667,.194,1.435,4923,.1490961,.5295551,.7024173,.8614334,.0525597
"Bharatpur","Kaman","OLANDA","KAMAN","OLENDA",1,6,3.27,100,63,13,36,3.496508,5.938591,486,2519,0,23.845,11995,418,1972,4075.910112,20.843,11236,15.64848,.3245458,2.53722,.0558,18.2415,473,2019,3295.589744,30.45,17347,0,36,1.035548,20.09,.02,.08,56.19,217,607,3432.054762,8.007,3924,0,7.17,.44,2.24,.146875,.12094972,9.84,103,678,1111.341772,2.964,1235,0,2.07,.2709792,.33,.2792,.10882353,2.39,83.37,85.33,23.13,0,.03,23.16,.5030405,.1056406,10,16,1.591333,4.420333,5785,.0364736,.3671564,.5488332,.9187739,.2796935
"Bharatpur","Kaman","PAI","KAMAN","PAI",0,6,3.72,42,49,14,40,4.430817,6.202151,368,3022,0,20.315,10758,365,2096,4075.910112,17.939,11109,15.54118,.3245458,1.98202,.1415567,17.5232,375,1604,3295.589744,16.677,9465,0,22.38,1.38,20.49,.1273846,.21951368,44.26,47,68,3432.054762,1.352,616,0,.4,.2,2.76,.146875,.12094972,3.36,119,123,1111.341772,3.54,1658,0,1.83,.2709792,3.827044,.2792,.10882353,1.83,98.17,98.86,24.05,2.35,0,26.4,.5295594,.1487571,14,6.66667,.6526666,2.915,6724,.0710886,.465348,.5944378,.8577191,.426476
"Bharatpur","Kaman","PALLA","KAMAN","PALLA",0,4,3.23,34,47,16,41,4.189655,6.205648,177,190,0,6.621,3138,202,51,4075.910112,4.518,2255,2.38168,.3245458,4.232329,.1415567,2.38168,86,184,3295.589744,1.165,679,0,2.55,.22,4.06,.1273846,.21951368,6.83,52,3093.630372,3432.054762,.521,266,0,.26,.01,.85,.146875,.12094972,1.12,128,1244.070981,1111.341772,5.842,2956,0,2.84,.2709792,2.13,.2792,.10882353,4.98,54.25,66.72,6.43,5.84,0,12.27,.4739465,.0286966,5,2.33333,.112,11.722,4016,.2136454,.4506972,.5067231,.8682483,.3730439
"Bharatpur","Pahari","PAPRA","KAMAN","PAPADA",0,6,3.51,40,53,13,40,4.060443,6.057487,252,1644,0,15.43,9271,304,1514,4075.910112,22.965,14390,20.86545,.25369,4.232329,.1415567,21.11914,167,230,3295.589744,6.785,3645,0,7.95,1.34,16.8,.1273846,.21951368,26.09,172,960,3432.054762,10.42,5532,0,8.8,.02,2.13,.146875,.12094972,10.95,0,1244.070981,1111.341772,4.122764706,2353.311663,0,1.07,.2709792,4.85,.2792,.10882353,5.92,91.71,96.21,15.13,0,0,15.13,.6008425,.1065457,20,12,1.586333,14.04733,6784,.0483491,.3926887,.5117925,.9471619,.5295894
"Bharatpur","Kaman","SABLANA","KAMAN","SABLANA",1,10,4.36,0,53,17,38,4.204693,5.951241,562,5818,0,29.018,17343,543,5887,4075.910112,28.957,16670,29.09411,.66126,4.232329,.1166,29.87197,184,607,3295.589744,5.271,2642,0,6.2,.17,12.75,.1273846,.21951368,19.12,293,1141,3432.054762,7.919,4710,0,10.53,.29,3.91,.146875,.12094972,14.73,352,2141,1111.341772,12.773,7761,0,7.13,.2709792,.35,.2792,.10882353,7.48,99.33,99.53,28.39,0,0,28.39,.5976635,.2004962,9,0,0,0,6291,.1618185,.4331585,.5943411,.791536,.1677116
"Bharatpur","Pahari","SANWLER","KAMAN","SANWLER",0,4,3.11,35,51,18,41,3.295837,5.200264,370,2926,0,21.641,9430,128,3657.539548,4075.910112,14.60090579,8330.592992,9.638837,.3245458,4.232329,.1415567,11.6683,44,796,3295.589744,1.099,503,0,1.31,.5,11.31,.1273846,.01,13.13,22,56,3432.054762,.07,34,0,.09,.810132,6.439464,.146875,.12094972,.09,130,534,1111.341772,2.328,1123,0,4.135314,.18,2.6,.2792,.10882353,2.78,0,0,19.71,1.64,0,21.35,.435747,.1352063,11,0,0,0,5016,.1086523,.3740032,.5522329,.9180766,.5267141
"Bharatpur","Pahari","SATWARI","KAMAN","SATWADI",1,5,3.45,100,62,25,37,4.382027,6.217045,347,1851,0,14.467,7236,462,3640,4075.910112,30.624,17598,30.35752,.3245458,4.232329,.1415567,30.35752,429,2052,3295.589744,25.573,14688,0,28.23,3.31,23.34,.05,.21951368,54.93,256,871,3432.054762,7.894,5087,0,9.5,.810132,8.53,.146875,.12094972,18.03,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,4.08,.2792,.10882353,4.08,94.4,98.94,14.3,4.75,0,19.05,.5001728,.1279464,10,20,2.093333,17.03433,10429,.0527376,.401189,.5144309,.8043049,.5189573
"Bharatpur","Kaman","SATWAS","KAMAN","SATWAS",1,8,3.04,0,50,15,37,4.204693,5.84846,424,3723,23,11.931,5912,350,2118,4075.910112,9.649,4752,8.15228,.10663,4.37742,.08351,12.71984,404,3085,3295.589744,16.017,9242,0,13.16,.42,17.01,.1273846,.21951368,30.59,370,2077,3432.054762,17.821,9892,0,19.32,.810132,.92,.146875,.12094972,20.24,112,539,1111.341772,2.927,1782,0,4.12,.4,2.13,.2792,.10882353,6.65,96.57,97.85,11.26,38.89,0,50.15,.4955159,.313972,10,0,0,0,5611,.078061,.4899305,.5318125,.9527979,.205177
"Bharatpur","Kaman","SAHERA","KAMAN","SEHEDA",0,6,3.51,41,50,14,40,3.73767,5.444321,325,3582,9,11.152,6160,228,1172,9,5.241,2910,3.37385,.3245458,4.232329,.1415567,3.37385,332,4434,98,18.195,11348,0,20.93,1.035548,19.17,.02,.04,40.16,324,3390,63,11.493,7505,0,10.09,.01,.98,.146875,.07,11.15,176,180,24,5.185,2608,0,3.26,.2709792,2.89,.2792,.10882353,6.15,100.33,98.11,10.45,3.28,0,13.73,.5523673,.322005,16,.333333,.0306667,.146,3724,.1699785,.5443072,.5679377,.7041641,.1267868
"Bharatpur","Pahari","SAHSAN","KAMAN","SEHSAN",0,6,3.48,39,54,15,40,4.025352,5.413876,508,778,0,17.346,9768,548,1372,4075.910112,29.536,18135,23.58475,.3245458,4.232329,.1415567,23.58475,372,780,3295.589744,7.976,4745,0,8.9,.05,12.68,.1273846,.21951368,21.64,171,157,3432.054762,2.08,1336,0,.24,.07,4.7,.146875,.12094972,5.01,82,223,1111.341772,1.616,1207,0,3.61,.18,2.8,.2792,.10882353,6.59,75.66,78.85,14.05,0,0,14.05,.5631269,.0448518,8,.666667,.0753333,.8463333,8268,.049105,.343372,.6112724,.7747355,.446173
"Bharatpur","Pahari","SAUMKA","KAMAN","SOUMKA",1,3,3.1,100,57,15,39,4.820282,6.725142,520,2811,0,22.15,9670,124,1124,4075.910112,4.189,1848,3.3166,.3245458,4.232329,.1415567,3.3166,188,557,3295.589744,4.741,2041,0,4.97,1.035548,2.45,.1273846,.21951368,7.42,103,599,3432.054762,1.475,789,0,1.44,.21,4.9,.146875,.12094972,6.55,16,1244.070981,1111.341772,.39,169,0,.23,.18,3.827044,.2792,.10882353,.4,89.47,89.23,20.66,0,0,20.66,.4365689,.1269075,15,3,.2993333,20.816,9797,.0705318,.4389099,.5400633,.9194407,.3406569
"Bharatpur","Kaman","SONOKHAR","KAMAN","SOUNOKHER",1,2,3.88,100,48,30,41,3.973731,5.760922,315,3467,0,8.983,5120,309,4188,6,9.815,4869,8.22549,.2026,2.00545,.1415567,10.43354,393,3144,98,13.498,7593,0,15.6,1.03,12.08,.1273846,.07,28.78,252,1593,8,5.181,3278,0,5.54,.59,1.78,.146875,.12094972,7.91,139,191,1111.341772,4.326,3078,0,4.19,.2709792,2.07,.2792,.10882353,6.27,76.97,86.23,7.19,0,0,7.19,.5699655,.3859513,15,4,.3853333,2.468333,4243,.1473014,.6024039,.6278576,.691577,.3293224
"Bharatpur","Kaman","SUNHERA","KAMAN","SUNHERA",1,7,3.88,100,52,25,38,4.219508,6.129094,649,7253,0,33.872,13496,284,2092,4075.910112,7.721,3822,8.60746,.006,4.232329,.0933,8.70676,130,1525,3295.589744,3.951,1866,0,8.86,.91,7.2,.1273846,.02,16.99,325,4029,3432.054762,10.068,4428,0,12.39,.47,3.44,.146875,.01,16.3,138,1432,1111.341772,2.879,1381,0,2.32,.2709792,3.827044,.2792,.10882353,2.32,75.79,79.02,32.29,72.76,0,105.05,.3984412,.2141297,15,2,.114,1.262333,5411,.0486047,.4725559,.5416744,.7137097,.346371
"Bharatpur","Kaman","UDAKA","KAMAN","UDAKA",0,6,3.49,37,59,15,40,4.077538,6.068217,243,4977,0,14.1,9762,255,4361,4075.910112,16.421,10653,14.55117,.3245458,4.232329,.1415567,14.55117,243,4993,3295.589744,16.359,11037,0,17.15,1.04,7.22,.1273846,.03,25.44,214,2892,3432.054762,10.322,6922,0,11.47,.28,2.33,.146875,.12094972,14.08,115,532,1111.341772,1.749,1230,0,.42,.01,3.827044,.2792,.10882353,.44,97.71,100.62,13.14,7.4,0,20.54,.6923404,.3529787,11,1.33333,.0586667,.3423333,8498,.115792,.3920923,.6195576,.8772038,.3238478
"Bharatpur","Kaman","UNCHERA","KAMAN","UNCHEDA",0,6,3.42,31,50,17,40,3.178054,5.197668,390,1929,0,23.379,10831,360,1522,4075.910112,19.277,9720,16.96042,.3245458,4.232329,.1415567,16.96042,333,643,33,12.956,6636,0,11.1,.24,13.09,.1273846,.07,24.5,302,499,38,10.574,6007,0,12.03,.1,1.35,.146875,.12094972,13.48,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,2.48,.2792,.10882353,2.48,91.14,91.23,13.35,0,0,13.35,.463279,.0825099,5,2.33333,.1656667,1.493333,5377,.0290125,.3989213,.6049842,.8319209,.1539548
"Bharatpur","Kaman","BILANG","KAMAN","VILANG",0,6,3.56,39,51,14,39,0,1.549688,294,211,0,15.105,10116,428,179,4075.910112,23.796,16204,21.82375,.92121,4.232329,.15314,22.8981,427,318,3295.589744,21.123,14188,0,21.43,1.37,7.5,.1273846,.03,30.33,298,135,3432.054762,6.407,4116,0,8.78,.01,1.89,.146875,.12094972,10.68,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.18,4.21,.2792,.10882353,4.38,97.17,69.67,12.57,4.1,0,16.67,.669712,.0139689,11,2,.3383333,3.46,6650,.0084211,.3634586,.6354887,.8721122,.279703
"Bharatpur","Kaman","BILOND","KAMAN","VILOD",0,10,4.08,55,25,13,37,4.26268,6.249203,1589,15463,335,94.403,44261,1696,9795,916,69.872,34674,9.638837,.3245458,4.232329,.1415567,11.6683,1245,6614,205,34.844,16978,0,28.75,1.035548,14.85,.1273846,.08,43.67,894,3923,531,21.976,12424,0,10.98,.68,1.78,.146875,.12094972,13.45,271,911,1111.341772,4.147,1656,0,4.135314,.2709792,24.07,.2792,.10882353,24.07,76.61818,79.42168,69.16,54.99,.11,124.26,.4688516,.1673464,32,18.3333,2.164333,13.33467,7582,.1967819,.3991031,.5877078,.8358925,.2978247
"Bharatpur","Kumher","AJAU","KUMHER","AAJAU",1,10,4.1,100,14,15,41,4.094345,5.765693,328,4259,47,17.453,6613,209,1097,4075.910112,5.378,2295,4.981,.11186,.1755,.1415567,5.26836,273,1710,229,9.065,4310,0,9.42,1.07,7.04,.1273846,.21951368,17.52,238,2684,3432.054762,10.62,5249,0,9.34,.4,2.37,.146875,.12094972,12.11,206,1728,1111.341772,6.905,3240,0,.68,.16,2.69,.2792,.10882353,3.53,93.29,93.51,17.06,22.52,0,39.58,.3789033,.2467198,8,29.3333,2.601667,27.62433,4055,.1363748,.6855733,.5482121,.8695415,.4213974
"Bharatpur","Kumher","ABHAURRA","KUMHER","ABHORI",0,8,3.46,49,33,11,38,3.970292,5.118053,432,3397,0,13.327,6351,267,956,4075.910112,6.34,2984,6.3302,.08107,4.232329,.1415567,6.41127,200,480,3295.589744,3.259,1179,0,2.71,.27,2.25,.1273846,.21951368,5.22,119,191,3432.054762,3.232,1280,0,4.17,.83,5.34,.146875,.12094972,10.34,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,3.827044,.2792,.10882353,6.0092332,97.69,97.25,9.73,2.84,0,12.57,.4765514,.2548961,2,13,.7443333,27.51267,4703,.122475,.6723368,.5324261,.8208277,.5020464
"Bharatpur","Kumher","AJAN","KUMHER","AEJAN",0,9,3.64,48,29,12,38,3.555348,5.967479,680,9983,0,33.304,15080,316,1941,4075.910112,5.276,2690,3.79652,.23142,4.232329,.1415567,4.02794,379,4030,3295.589744,11.695,6743,0,11.03,1.3,7.55,.1273846,.21951368,19.88,216,2144,3432.054762,5.141,3366,0,5.9,.55,2.98,.146875,.12094972,9.42,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,3.827044,.2792,.10882353,6.0092332,71.7,73.22,29.92,14.24,.01,44.17,.4527985,.2997538,2,34.3333,2.721667,24.682,7240,.1770718,.6092541,.5323204,.8180744,.515062
"Bharatpur","Kumher","ASTAVAN","KUMHER","ASTAWAN",1,10,3.72,0,43,0,38,4.248495,6.06685,611,6774,1298,24.163,12355,266,2466,8,4.942,2889,2.39358,.01379,4.232329,.1415567,2.40737,411,1987,3664,12.573,6959,0,12.61,2.97,13.6,.1273846,.21951368,29.19,181,1750,61,6.818,4369,0,8.79,.43,3.11,.146875,.12094972,12.33,331,3865,25,15.386,9533,0,21.77,.51,3.827044,.2792,.10882353,22.28,75.36,76.31,22.46,9.56,0,32.02,.511319,.3340645,9,45.3333,2.814667,22.312,6337,.2903582,.6428909,.5878175,.8518377,.398928
"Bharatpur","Kumher","AWAR","KUMHER","AWAR",0,7,3.35,37,41,13,37,3.295837,5.736637,314,2317,11,10.675,4224,86,280,22,1.374,718,.04062,.3245458,4.232329,.1415567,.04062,99,764,32,2.006,1341,0,2.11,.33,3.21,.1273846,.21951368,5.65,87,395,55,2.721,1639,0,3.52,.14,4.47,.146875,.12094972,8.13,90,159,17,1.545,922,0,1.11,.2709792,3.827044,.2792,.10882353,1.11,81.68,77.73,6.76,42.36,0,49.12,.3956909,.2180796,1,10.3333,.9323334,38.29133,5404,.1635825,.5882679,.5706884,.7556034,.4831896
"Bharatpur","Kumher","BABEN","KUMHER","BABAIN",1,8,3.63,100,20,10,39,4.26268,5.73915,812,17588,585,32.36,20263,159,717,98,1.464,678,8.05847,.3245458,4.232329,.1415567,8.05847,309,4451,93,6.438,3627,0,5.17,1.52,12.58,.1273846,.21951368,19.28,247,7305,251,10.801,7832,0,11.97,.27,1.78,.146875,.12094972,14.02,307,6486,336,10.366,7050,0,2.87,.06,.5,.2792,.10882353,3.43,83.37,87.3,36.98,1.25,0,38.23,.6261743,.5615884,11,24,1.605333,31.049,8745,.434191,.5858205,.5662664,.7635117,.1829686
"Bharatpur","Kumher","BELARA KALAN","KUMHER","BAILARA KALA",1,6,3.33,100,57,10,41,4.174387,5.592478,225,5905,0,10.509,8178,221,5873,4075.910112,10.195,8882,8.52933,.19795,4.232329,.1415567,8.72728,247,8396,3295.589744,13.852,11696,0,15.35,1.43,8.59,.1273846,.21951368,25.37,197,3592,3432.054762,6.144,5621,0,6.39,.58,3.31,.146875,.12094972,10.28,148,2003,1111.341772,3.196,2922,0,4.03,.03,.01,.2792,.10882353,4.07,100,100.26,10.37,8.81,0,19.18,.7781901,.5618993,19,44,3.477,25.821,4116,.2920311,.6132167,.5413023,.6721398,.4872881
"Bharatpur","Kumher","BHATAWALI","KUMHER","BHATAWALI",0,10,3.77,55,12,9,37,4.025352,6.056573,848,2148,476,56.196,25827,478,569,127,17.328,9371,12.14074,.28889,4.232329,.1415567,12.42963,510,187,57,11.396,6277,0,9.8,1.56,10.34,.1273846,.21951368,21.7,346,128,25,8.3,5232,0,6.56,.31,3.01,.146875,.12094972,9.88,199,28,21,3.515,2076,0,.69,.02,3.827044,.2792,.10882353,.72,71.77,70.24,40.85,22.85,0,63.7,.4595879,.0466937,15,55,3.128,31.92133,4356,.2954545,.6170799,.5087236,.8836449,.4224299
"Bharatpur","Kumher","DANDOO","KUMHER","DADU",0,7,3.32,44,45,13,38,4.343805,6.352664,145,3436,0,6.884,2839,255,1519,4075.910112,6.71,2173,6.30214,.23079,4.232329,.1415567,6.53293,123,4450,3295.589744,7.391,4331,0,7.83,.9,6.6,.1273846,.01,15.34,58,508,3432.054762,.756,316,0,1.24,.36,2.38,.146875,.12094972,3.98,126,1294,1111.341772,3.343,1276,0,1.91,.2709792,3.827044,.2792,.10882353,1.91,94.48,94.48,6.72,27.98,0,34.7,.4124056,.4991284,7,7,.496,6.333,3348,.2123656,.6711469,.5540621,.8412592,.5331547
"Bharatpur","Kumher","DAHRA","KUMHER","DEHRA",1,8,2.92,100,43,0,34,3.526361,5.081901,332,9448,0,22.274,14101,157,779,4075.910112,2.334,1652,1.4521,.00428,4.232329,.1415567,1.45638,202,1224,3295.589744,3.528,2804,0,4.02,1.035548,8.691992,.1273846,.21951368,4.02,10,3093.630372,3432.054762,.11,110,0,.15,.810132,6.439464,.146875,.12094972,.15,116,918,1111.341772,2.035,1488,0,1.5,.2709792,3.827044,.2792,.10882353,1.5,81.31,78.13,13.26,2.5,.05,15.81,.6330699,.4241717,13,13.6667,1.043,25.912,4395,.3089875,.6850967,.6298066,.6564229,.3976644
"Bharatpur","Kumher","DHANWARA","KUMHER","DHANWADA",1,5,3.67,100,45,40,39,3.637586,5.288166,485,9335,1519,13.364,7635,316,6304,531,8.468,6044,5.36197,.15066,4.232329,.1415567,5.51263,381,11033,564,17.611,11530,0,18.52,1.51,3.49,.1273846,.21951368,23.51,420,12965,1173,20.829,14293,0,18.53,1.19,3.92,.146875,.12094972,23.64,372,6857,448,12.711,9157,0,15.37,.61,3.827044,.2792,.10882353,15.98,66.29,65.05,11.73,1.31,0,13.04,.571311,.812182,8,58.3333,5.610667,30.247,5059,.2806879,.5965606,.55169,.8417107,.5013227
"Bharatpur","Kumher","GUDAWALI","KUMHER","GUDAWALI",0,8,3.48,50,24,9,38,4.060443,5.866808,654,9836,257,30.204,16284,532,2675,61,9.436,6176,7.53657,.07387,4.232329,.1415567,7.61044,354,3180,3295.589744,8.691,6027,0,7.75,1.33,5.33,.1273846,.21951368,14.41,308,3741,13,11.805,7985,0,12.9,1.48,5.8,.146875,.12094972,20.18,202,433,50,7.536,4119,0,4.135314,.2709792,.45,.2792,.10882353,.45,79.87,79.87,22.79,.26,.1,23.15,.5391339,.334161,18,45.6667,2.783333,34.104,3881,.2844628,.6701881,.5305334,.9242591,.2145993
"Bharatpur","Kumher","GUNSARA","KUMHER","GUNSARA",0,10,3.71,39,33,12,38,3.688879,4.943783,447,10998,0,23.813,11537,396,4733,4075.910112,14.523,8280,11.13818,.84453,4.232329,.1415567,11.98271,337,5205,77,15.041,9749,0,13.53,1.43,11.4,.1273846,.21951368,26.36,319,5465,59,16.479,10777,0,16.27,1.41,1.78,.146875,.12094972,19.46,258,1516,37,4.821,3231,0,3.38,.09,1.43,.2792,.10882353,4.91,75.13,78.59,20.58,1.22,0,21.8,.4844833,.4618486,10,54,3.184,23.53467,5546,.2289939,.6298233,.4954922,.2476769,.0761258
"Bharatpur","Kumher","HELAK","KUMHER","HELAK",0,9,3.53,43,31,12,38,2.564949,4.016383,343,4936,75,20.064,11035,179,1856,57,6.903,5475,5.34726,.22524,4.232329,.1415567,5.5725,236,2824,57,8.409,5581,0,9.46,.4,7.46,.1273846,.21951368,17.32,136,1312,76,4.278,3264,0,4.34,1.2,4.37,.146875,.12094972,9.9,29,43,1111.341772,.099,73,0,4.135314,.2709792,3.827044,.2792,.10882353,6.0092332,82.75,82.62,17.11,13.32,.02,30.45,.5499901,.2497508,2,20.3333,1.629333,19.242,4651,.2500538,.5975059,.6243818,.8059531,.2833429
"Bharatpur","Kumher","KOOMHA","KUMHER","KUMHA",1,10,3.65,100,20,5,35,4.343805,6.569832,343,517,0,18.781,6414,384,377,4075.910112,18.865,8567,17.91788,.52223,4.232329,.1415567,18.44011,284,328,3295.589744,10.904,5327,0,11.89,1.42,5.06,.1273846,.21951368,18.38,191,89,3432.054762,6.916,3987,0,8.51,.9,3.65,.146875,.12094972,13.06,190,97,1111.341772,3.244,1933,0,.28,.2709792,3.827044,.2792,.10882353,.28,98.51,95.54,17.59,0,0,17.59,.3415154,.0275278,10,30.6667,2.703,22.72667,3960,.1613636,.6593434,.4659091,.8628842,.4643026
"Bharatpur","Kumher","LAKHAN","KUMHER","LAKHAN",0,7,3.26,42,34,11,39,4.060443,6.525279,357,32,0,9.471,2287,347,149,4075.910112,11.026,3060,7.1845,.0695,4.232329,.1415567,7.254,272,117,3295.589744,11.821,4018,0,12.3,1.14,11.36,.1273846,.21951368,24.8,0,3093.630372,3432.054762,11.80058117,6946.444138,0,.02,.68,2.28,.146875,.12094972,2.99,121,23,1111.341772,3.262,926,0,4.135314,.2709792,3.827044,.2792,.10882353,6.0092332,71.52,73.61,6.6,4.03,0,10.63,.241474,.0033787,5,26.6667,2.412667,19.618,5252,.0672125,.6515613,.5818736,.8788707,.4394353
"Bharatpur","Kumher","MAHARAWAR","KUMHER","MEHRAWAR",0,9,3.62,48,31,12,39,4.234107,6.083428,526,6157,817,24.112,11196,255,3501,165,8.519,4024,6.7112,.82508,.96,.1415567,8.49628,697,15692,1606,61.33,25195,0,69.67,8.74,57.49,.1273846,.22,136.12,598,13429,692,40.836,17452,0,45.74,5.22,26.24,.146875,.12094972,77.19,351,9375,309,21.615,11486,0,26.59,.87,7.02,.2792,.10882353,34.48,93.79,97.45,22.58,16.31,0,38.89,.4643331,.2892336,5,91.6667,10.38033,15.071,4651,.200172,.6061062,.5693399,.8731902,.4682975
"Bharatpur","Kumher","PAHUA","KUMHER","PAHUA",0,9,3.56,48,27,9,38,4.304065,5.261705,459,4376,0,23.551,12797,337,975,106,6.208,3946,4.88225,.1272,4.232329,.1415567,5.00945,445,4113,29,24.719,17285,0,20.21,4.11,23.84,.1273846,.21951368,48.15,474,3829,50,18.202,13132,0,15.67,1.04,7.92,.146875,.08,24.7,448,2367,75,11.425,8478,0,7.09,.87,.38,.2792,.10882353,8.33,78.76,78.64,20.5,17.05,0,37.55,.5433739,.1858095,10,101,7.167667,37.067,3885,.1580438,.6545689,.5804376,.8558282,.2858896
"Bharatpur","Kumher","PALA","KUMHER","PALA",0,10,3.96,58,19,10,37,3.988984,6.022818,921,1073,189,44.413,19759,709,529,24,17.844,9685,14.98105,.33787,4.232329,.1415567,15.31892,216,3425.05618,3295.589744,5.489,3604,0,5.34,.98,7.31,.1273846,.21951368,13.62,102,6,3432.054762,1.128,761,0,1.78,.810132,1.78,.146875,.12094972,3.56,0,1244.070981,1111.341772,4.122764706,2353.311663,0,4.135314,.2709792,3.827044,.2792,.10882353,6.0092332,85.54,86.07,40.28,14.24,.53,55.05,.4448923,.0284151,8,18,1.289667,24.91833,5435,.1725851,.5952162,.5381784,.8043824,.6446215
